id,title,description,price,currency,image_url,brand,condition,availability,google_product_category,link
DEJ-012,Dry powder Ogi - Yellow,Dry powder ogi - yellow,5.69,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/DEJ-012.jpg?v=2,Africomfort Foods,new,in stock,Breakfast,https://africomfort-foods.odoo.com/shop/product/5581
COS-003,"Dudu-Osun, Black soap","Dudu-osun, black soap",2.50,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/COS-003.jpg?v=2,Africomfort Foods,new,in stock,Cosmetics,https://africomfort-foods.odoo.com/shop/product/5417
BOI-006,Eagle Palm Juice (60cl x 12),Eagle palm juice (60cl x 12),33.18,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/BOI-006.jpg?v=2,Africomfort Foods,new,in stock,Beverages,https://africomfort-foods.odoo.com/shop/product/5444
FAR-014,Eagle Plantain Flour (800g),Eagle plantain flour (800g),4.27,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/FAR-014.jpg?v=2,Africomfort Foods,new,in stock,Powder and beans,https://africomfort-foods.odoo.com/shop/product/5612
5499,Egusi (250g),Egusi (250g),4.74,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/5499.jpg?v=2,Africomfort Foods,new,in stock,Vegetables,https://africomfort-foods.odoo.com/shop/product/5499
VIPO-011,Flat Fish (100g),Flat fish (100g),4.74,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/VIPO-011.jpg?v=2,Africomfort Foods,new,in stock,Fish,https://africomfort-foods.odoo.com/shop/product/5431
VEG-012,Fresh Yams 18kg/20KG,Fresh yams 18kg/20kg,36.01,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/VEG-012.jpg?v=2,Africomfort Foods,new,in stock,Vegetables,https://africomfort-foods.odoo.com/shop/product/5421
DEJ-015,Frozen Ogi (1kg),Frozen ogi (1kg),9.48,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/DEJ-015.jpg?v=2,Africomfort Foods,new,in stock,Breakfast,https://africomfort-foods.odoo.com/shop/product/5370
FAR-017,Gari Ijebu (5kg),Gari ijebu (5kg),15.17,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/FAR-017.jpg?v=2,Africomfort Foods,new,in stock,Powder and beans,https://africomfort-foods.odoo.com/shop/product/5556
FAR-018,Gari White (5kg),Gari white (5kg),15.17,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/FAR-018.jpg?v=2,Africomfort Foods,new,in stock,Powder and beans,https://africomfort-foods.odoo.com/shop/product/5557
HUI-003,Ghana Heritage Palm oil 4.5L,Ghana heritage palm oil 4.5l,18.96,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/HUI-003.jpg?v=2,Africomfort Foods,new,in stock,oils,https://africomfort-foods.odoo.com/shop/product/5588
FAR-019,Gira (5kg) / Rice flour,Gira (5kg) / rice flour,9.48,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/FAR-019.jpg?v=2,Africomfort Foods,new,in stock,Powder and beans,https://africomfort-foods.odoo.com/shop/product/5401
VIPO-013,Goat Meat  1kg,Goat meat  1kg,11.37,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/VIPO-013.jpg?v=2,Africomfort Foods,new,in stock,Fresh Meat,https://africomfort-foods.odoo.com/shop/product/5523
DEJ-016,Golden Morn 300g,Golden morn 300g,3.79,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/DEJ-016.jpg?v=2,Africomfort Foods,new,in stock,Breakfast,https://africomfort-foods.odoo.com/shop/product/5377
DEJ-018,Golden Morn 600g,Golden morn 600g,7.58,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/DEJ-018.jpg?v=2,Africomfort Foods,new,in stock,Breakfast,https://africomfort-foods.odoo.com/shop/product/5376
GOU-004,Groundnut,Groundnut,3.79,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/GOU-004.jpg?v=2,Africomfort Foods,new,in stock,snacks,https://africomfort-foods.odoo.com/shop/product/5549
BOI-009,Guiness (Nigeria),Guiness (nigeria),35.00,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/BOI-009.jpg?v=2,Africomfort Foods,new,in stock,Beverages,https://africomfort-foods.odoo.com/shop/product/5399
FAR-020,Honey Beans (5kg),Honey beans (5kg),18.96,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/FAR-020.jpg?v=2,Africomfort Foods,new,in stock,Powder and beans,https://africomfort-foods.odoo.com/shop/product/5560
SEAS-007,Hot Suya Seasoning (100g),Hot suya seasoning (100g),2.84,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/SEAS-007.jpg?v=2,Africomfort Foods,new,in stock,Spice & Seasoning,https://africomfort-foods.odoo.com/shop/product/5617
HUI-004,Huile de tournesol 10L,Huile de tournesol 10l,22.75,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/HUI-004.jpg?v=2,Africomfort Foods,new,in stock,oils,https://africomfort-foods.odoo.com/shop/product/5482
HUI-005,Huile de tournesol 5L,Huile de tournesol 5l,9.48,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/HUI-005.jpg?v=2,Africomfort Foods,new,in stock,oils,https://africomfort-foods.odoo.com/shop/product/5453
HUI-006,Huile de tournesol Maurel 25L,Huile de tournesol maurel 25l,47.40,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/HUI-006.jpg?v=2,Africomfort Foods,new,in stock,oils,https://africomfort-foods.odoo.com/shop/product/5454
BOI-010,Hyper Malt (24 pack),Hyper malt (24 pack),15.17,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/BOI-010.jpg?v=2,Africomfort Foods,new,in stock,Beverages,https://africomfort-foods.odoo.com/shop/product/5398
RINOU-004,Indomie (Chicken),Indomie (chicken),12.32,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/RINOU-004.jpg?v=2,Africomfort Foods,new,in stock,Rice & Noodles,https://africomfort-foods.odoo.com/shop/product/5423
RINOU-005,Indomie (Onion),Indomie (onion),15.17,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/RINOU-005.jpg?v=2,Africomfort Foods,new,in stock,Rice & Noodles,https://africomfort-foods.odoo.com/shop/product/5380
SEAS-026,JUMBO Stock Cubes,Jumbo stock cubes,9.48,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/SEAS-026.jpg?v=2,Africomfort Foods,new,in stock,Spice & Seasoning,https://africomfort-foods.odoo.com/shop/product/5583
BOI-011,Jekomo (per unit),Jekomo (per unit),3.79,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/BOI-011.jpg?v=2,Africomfort Foods,new,in stock,Beverages,https://africomfort-foods.odoo.com/shop/product/5505
SEAS-008,Jollof Egusi Soup Seasoning (100g),Jollof egusi soup seasoning (100g),2.84,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/SEAS-008.jpg?v=2,Africomfort Foods,new,in stock,Spice & Seasoning,https://africomfort-foods.odoo.com/shop/product/5618
GOU-005,KILISHI (35g),Kilishi (35g),2.84,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/GOU-005.jpg?v=2,Africomfort Foods,new,in stock,snacks,https://africomfort-foods.odoo.com/shop/product/5608
SEAS-011,Knor (beef),Knor (beef),4.74,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/SEAS-011.jpg?v=2,Africomfort Foods,new,in stock,Spice & Seasoning,https://africomfort-foods.odoo.com/shop/product/5468
SEAS-012,Knor (chicken),Knor (chicken),4.74,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/SEAS-012.jpg?v=2,Africomfort Foods,new,in stock,Spice & Seasoning,https://africomfort-foods.odoo.com/shop/product/5360
SEAS-013,Knor Chinese Chicken Powder 900gram,Knor chinese chicken powder 900gram,9.48,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/SEAS-013.jpg?v=2,Africomfort Foods,new,in stock,Spice & Seasoning,https://africomfort-foods.odoo.com/shop/product/5494
GOU-007,Kulikuli (200G),Kulikuli (200g),3.79,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/GOU-007.jpg?v=2,Africomfort Foods,new,in stock,snacks,https://africomfort-foods.odoo.com/shop/product/5395
SEAS-014,Lion Curry Powder,Lion curry powder,1.42,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/SEAS-014.jpg?v=2,Africomfort Foods,new,in stock,Spice & Seasoning,https://africomfort-foods.odoo.com/shop/product/5429
SEAS-015,Lion Dried Thymes x 1,Lion dried thymes x 1,1.42,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/SEAS-015.jpg?v=2,Africomfort Foods,new,in stock,Spice & Seasoning,https://africomfort-foods.odoo.com/shop/product/5397
SEAS-016,Loyal Fried Rice Seasoning Mix,Loyal fried rice seasoning mix,2.84,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/SEAS-016.jpg?v=2,Africomfort Foods,new,in stock,Spice & Seasoning,https://africomfort-foods.odoo.com/shop/product/5432
SEAS-017,Loyal Season All,Loyal season all,2.84,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/SEAS-017.jpg?v=2,Africomfort Foods,new,in stock,Spice & Seasoning,https://africomfort-foods.odoo.com/shop/product/5472
VIPO-014,Mackerel Fish / Titus (5KG) Norway,Mackerel fish / titus (5kg) norway,28.44,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/VIPO-014.jpg?v=2,Africomfort Foods,new,in stock,Fish,https://africomfort-foods.odoo.com/shop/product/5562
VIPO-015,Mackerel Fish / Titus Norway (20kg),Mackerel fish / titus norway (20kg),113.74,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/VIPO-015.jpg?v=2,Africomfort Foods,new,in stock,Fish,https://africomfort-foods.odoo.com/shop/product/5584
SEAS-019,Maggi chicken flavour seasoning 50 x 8g (400g),Maggi chicken flavour seasoning 50 x 8g (400g),3.32,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/SEAS-019.jpg?v=2,Africomfort Foods,new,in stock,Spice & Seasoning,https://africomfort-foods.odoo.com/shop/product/5599
SEAS-018,Maggi shrimp (60x10GM),Maggi shrimp (60x10gm),4.74,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/SEAS-018.jpg?v=2,Africomfort Foods,new,in stock,Spice & Seasoning,https://africomfort-foods.odoo.com/shop/product/5585
BOI-012,Malta Guiness,Malta guiness,25.59,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/BOI-012.jpg?v=2,Africomfort Foods,new,in stock,Beverages,https://africomfort-foods.odoo.com/shop/product/5369
BOI-024,Malta Guiness Can (33cl x 24),Malta guiness can (33cl x 24),25.59,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/BOI-024.jpg?v=2,Africomfort Foods,new,in stock,Beverages,https://africomfort-foods.odoo.com/shop/product/5652
VIPO-016,Merluza (5KG),Merluza (5kg),30.33,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/VIPO-016.jpg?v=2,Africomfort Foods,new,in stock,Fish,https://africomfort-foods.odoo.com/shop/product/5563
DEJ-021,Milo 500g,Milo 500g,5.69,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/DEJ-021.jpg?v=2,Africomfort Foods,new,in stock,Breakfast,https://africomfort-foods.odoo.com/shop/product/5502
FAR-021,OLU OLU Pounded Yam (4kg),Olu olu pounded yam (4kg),23.67,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/FAR-021.jpg?v=2,Africomfort Foods,new,in stock,Powder and beans,https://africomfort-foods.odoo.com/shop/product/5365
FAR-022,OLU OLU Pounded Yam 8kg,Olu olu pounded yam 8kg,47.39,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/FAR-022.jpg?v=2,Africomfort Foods,new,in stock,Powder and beans,https://africomfort-foods.odoo.com/shop/product/5471
RINOU-007,Ofada Rice 5kg,Ofada rice 5kg,18.96,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/RINOU-007.jpg?v=2,Africomfort Foods,new,in stock,Rice & Noodles,https://africomfort-foods.odoo.com/shop/product/5495
5514,Ogbono 350g,Ogbono 350g,9.48,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/5514.jpg?v=2,Africomfort Foods,new,in stock,Vegetables,https://africomfort-foods.odoo.com/shop/product/5514
BOI-013,Orijin,Orijin,4.17,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/BOI-013.jpg?v=2,Africomfort Foods,new,in stock,Beverages,https://africomfort-foods.odoo.com/shop/product/5476
HUI-008,Palm Oil Bon Guinee (4.5L),Palm oil bon guinee (4.5l),18.96,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/HUI-008.jpg?v=2,Africomfort Foods,new,in stock,oils,https://africomfort-foods.odoo.com/shop/product/5384
HUI-009,Palm Oil Guinea  Fresh 1L,Palm oil guinea  fresh 1l,4.74,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/HUI-009.jpg?v=2,Africomfort Foods,new,in stock,oils,https://africomfort-foods.odoo.com/shop/product/5382
HUI-010,Palm Oil Guinea  Fresh 3L,Palm oil guinea  fresh 3l,15.17,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/HUI-010.jpg?v=2,Africomfort Foods,new,in stock,oils,https://africomfort-foods.odoo.com/shop/product/5381
HUI-011,Palm Oil Guinea  Fresh 5L,Palm oil guinea  fresh 5l,21.80,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/HUI-011.jpg?v=2,Africomfort Foods,new,in stock,oils,https://africomfort-foods.odoo.com/shop/product/5383
HUI-012,Palm Oil Nigerian Heritage 2Lt,Palm oil nigerian heritage 2lt,9.48,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/HUI-012.jpg?v=2,Africomfort Foods,new,in stock,oils,https://africomfort-foods.odoo.com/shop/product/5579
DEJ-025,Peak Milk (170g x 24),Peak milk (170g x 24),26.54,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/DEJ-025.jpg?v=2,Africomfort Foods,new,in stock,Breakfast,https://africomfort-foods.odoo.com/shop/product/5415
DEJ-026,Peak Milk (900G),Peak milk (900g),13.27,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/DEJ-026.jpg?v=2,Africomfort Foods,new,in stock,Breakfast,https://africomfort-foods.odoo.com/shop/product/5520
DEJ-027,Peak Milk 2.5kgsingle,Peak milk 2.5kgsingle,30.33,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/DEJ-027.jpg?v=2,Africomfort Foods,new,in stock,Breakfast,https://africomfort-foods.odoo.com/shop/product/5372
DEJ-028,Peak Milk Powder (400G),Peak milk powder (400g),7.11,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/DEJ-028.jpg?v=2,Africomfort Foods,new,in stock,Breakfast,https://africomfort-foods.odoo.com/shop/product/5522
FAR-023,Peeled beans (1kg),Peeled beans (1kg),3.79,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/FAR-023.jpg?v=2,Africomfort Foods,new,in stock,Powder and beans,https://africomfort-foods.odoo.com/shop/product/5473
SEAS-020,Pepper (200g),Pepper (200g),4.74,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/SEAS-020.jpg?v=2,Africomfort Foods,new,in stock,Spice & Seasoning,https://africomfort-foods.odoo.com/shop/product/5534
SEAS-025,Pepper soup spice (200g),Pepper soup spice (200g),4.74,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/SEAS-025.jpg?v=2,Africomfort Foods,new,in stock,Spice & Seasoning,https://africomfort-foods.odoo.com/shop/product/5535
VIPO-017,Ponmo (600g),Ponmo (600g),9.48,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/VIPO-017.jpg?v=2,Africomfort Foods,new,in stock,Fresh Meat,https://africomfort-foods.odoo.com/shop/product/5506
FAR-028,Potato Starch / Fécule de pomme de terre (5kg),Potato starch / fécule de pomme de terre (5kg),11.37,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/FAR-028.jpg?v=2,Africomfort Foods,new,in stock,Powder and beans,https://africomfort-foods.odoo.com/shop/product/5386
FAR-029,Pounded Yam (5KG),Pounded yam (5kg),17.06,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/FAR-029.jpg?v=2,Africomfort Foods,new,in stock,Powder and beans,https://africomfort-foods.odoo.com/shop/product/5589
FAR-031,Poundo Yam Eagle 10kg,Poundo yam eagle 10kg,33.18,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/FAR-031.jpg?v=2,Africomfort Foods,new,in stock,Powder and beans,https://africomfort-foods.odoo.com/shop/product/5390
FAR-032,Poundo Yam Eagle 20kg,Poundo yam eagle 20kg,56.87,EUR,https://gabrielolugbenga.github.io/africomfort-catalog/images/FAR-032.jpg?v=2,Africomfort Foods,new,in stock,Powder and beans,https://africomfort-foods.odoo.com/shop/product/5389
